122.205,5524.766
54.795,5417.595
123.985,5612.032
58.208,5875.494
56.679,6384.864
107.262,6292.257
57.403,5583.781
57.156,5352.470
54.259,5255.847
62.771,5718.486
76.962,6060.532
55.975,5682.866
56.336,6539.455
55.966,5639.150
109.415,5400.207
104.196,5598.362
58.224,6183.260
74.529,5769.980
54.951,6479.461
113.214,5780.097
88.291,5580.450
56.046,5480.977
56.216,5718.196
92.119,5618.198
59.389,5253.034
56.588,5928.575
64.081,5528.752
88.495,5606.249
57.917,5643.515
54.793,5318.016
54.935,5818.405
57.774,5965.331
55.233,5707.570
57.024,5341.711
124.260,5855.985
56.913,5538.183
60.919,5821.564
57.132,6002.523
57.320,5855.220
123.026,5418.702
55.747,6266.180
56.792,5500.221
57.880,6292.257
87.804,5653.625
92.186,6057.924
91.478,5294.310
57.173,5647.243
56.017,5715.487
56.376,5832.444
58.174,5928.991
58.916,5671.458
123.794,5457.309
57.061,5822.184
124.153,5290.984
73.222,5404.663
56.919,5936.213
56.722,5861.641
69.693,6539.455
56.510,5559.795
68.304,5797.895
56.621,5563.661
60.738,5682.866
57.138,5948.640
54.808,5362.661
57.061,5348.312
56.899,5598.587
116.486,5689.945
73.127,5596.786
57.101,5563.661
57.130,5362.661
59.458,5554.194
56.904,6099.753
124.715,5821.611
71.825,6053.752
60.020,5418.509
55.534,6070.939
100.381,6129.407
56.919,5841.674
57.073,5467.893
75.275,5280.384
65.488,6074.141
57.364,5523.166
116.515,6326.236
56.989,5476.120
56.854,6603.414
57.048,5387.419
55.568,6028.721
62.496,6317.462
55.067,5715.487
56.893,6099.753
124.253,5777.003
77.392,5318.016
57.804,6062.417
72.075,5486.912
59.070,5606.249
60.849,7317.286
57.213,6396.648
57.990,6231.480
121.134,6340.121
56.900,5799.388
116.606,6699.837
62.889,5452.658
59.788,5448.261
78.166,6707.219
74.706,6401.444
59.453,6404.026
79.647,5657.822
123.330,5371.630
95.661,5809.593
121.768,6095.699
56.933,5857.115
