373.795,20543.480
353.952,20005.904
290.320,19158.841
368.448,16447.909
304.252,20840.363
392.330,19828.223
344.607,21318.813
386.396,19660.258
279.145,19889.207
277.006,18108.476
386.740,15581.794
386.626,18891.782
377.727,19674.402
392.353,18704.088
296.643,20655.751
363.361,19828.223
317.105,19671.223
292.081,19573.568
284.720,22013.082
342.678,17884.566
302.951,19126.176
316.413,21325.252
361.705,20168.758
296.401,18590.422
293.774,20115.239
320.188,19790.751
300.067,19737.373
317.651,18335.167
309.660,19757.951
287.818,20734.549
285.229,18160.015
293.521,22470.250
328.010,19307.910
372.132,18964.486
327.116,19126.176
306.900,17917.036
359.048,16562.494
321.211,20641.197
283.981,18914.996
308.732,17700.689
283.897,17223.340
364.425,20299.411
386.990,19719.057
391.540,18688.475
292.060,17442.716
321.986,19880.714
366.619,22517.994
381.485,20801.659
291.744,19800.401
362.924,20081.767
296.171,22970.336
291.162,19341.930
295.267,19284.146
285.303,18323.835
344.215,18480.095
336.976,19943.337
297.974,18285.313
375.767,19023.038
309.779,20893.114
296.252,22677.038
294.725,16520.404
300.532,19399.848
298.801,17672.559
284.467,18418.486
396.654,20006.227
296.590,16981.791
337.343,17047.504
296.917,18160.015
345.412,19555.094
285.571,16841.177
293.807,18121.203
295.474,18136.035
294.217,18413.495
290.347,20177.382
333.869,19790.921
290.460,18582.343
373.087,20154.005
398.769,20159.726
298.141,17890.715
326.742,21534.208
291.151,18572.918
396.616,19370.730
363.259,18264.415
297.278,18965.713
332.697,20283.507
358.024,20107.954
384.434,20224.805
292.034,22416.571
289.152,18690.986
296.792,20546.991
296.080,17387.604
296.069,20126.746
341.827,21472.030
393.995,18421.441
325.250,19657.561
312.125,18460.746
321.740,16967.109
296.453,19039.519
290.911,20532.541
395.861,20006.759
287.875,21455.087
336.533,21427.398
289.450,21318.813
356.444,17824.010
294.124,17780.694
298.120,18662.307
287.432,16064.909
294.771,19635.871
318.103,22970.336
394.713,19698.215
362.317,18380.116
