187.663,11656.897
176.520,7356.096
99.809,6238.759
188.995,6500.667
97.581,6771.738
105.137,8685.551
128.241,5869.617
115.856,6606.611
96.953,6322.325
94.867,5800.675
119.105,8090.480
105.867,6688.337
123.288,4695.028
101.992,7662.523
100.397,6897.825
101.266,9815.875
100.036,5807.048
188.537,5376.342
96.713,6541.532
107.921,6477.060
99.343,9355.282
134.305,7733.583
169.881,7956.676
100.129,6874.424
117.806,5778.942
105.892,6240.479
133.375,5532.183
116.539,7032.424
104.411,5792.458
181.003,5302.243
97.186,9814.601
127.679,4652.672
98.386,6305.646
101.936,6462.269
100.894,6164.404
131.418,7910.697
101.212,7312.774
144.455,6126.534
163.621,5997.974
104.759,7442.914
100.635,7997.037
97.182,6358.962
113.738,9442.703
187.316,4598.501
98.593,6897.825
167.394,6507.832
102.529,6322.325
101.066,8868.586
131.967,7562.609
107.405,6595.062
102.568,7053.242
98.873,6451.757
104.282,8211.461
129.907,6572.208
127.528,8384.499
181.224,8280.662
184.771,6587.428
126.284,8154.663
113.860,8513.356
123.760,6933.227
102.043,9035.683
101.969,6639.457
103.985,7035.293
97.950,5272.755
134.386,7418.734
101.033,6482.371
100.897,6873.981
131.002,5597.466
101.163,4652.672
174.902,7818.861
189.421,8415.794
158.941,9539.335
171.249,9175.840
107.532,8100.419
188.900,7411.089
98.449,9855.874
113.391,8164.374
132.664,7662.928
104.242,8148.745
149.200,6439.612
139.424,4703.251
102.607,6296.403
187.026,6439.484
189.009,7044.264
104.869,6796.885
103.764,5807.048
98.055,10004.241
159.511,6127.194
98.458,6383.380
141.941,7135.293
103.336,5301.008
151.098,8104.077
174.741,7012.173
122.576,6370.465
188.481,6194.805
124.145,6010.426
176.256,7468.447
159.459,6978.716
181.996,8237.124
101.117,6690.462
98.443,7955.244
106.019,4637.089
189.623,7327.174
117.256,6322.325
140.116,9088.305
176.221,6439.612
140.790,7981.891
100.831,8032.155
179.117,6439.612
175.218,9654.109
159.091,6796.885
