149.899,5753.994
72.883,4399.365
72.574,5063.557
74.081,4998.127
72.894,5399.775
155.960,5446.440
95.029,5264.975
107.861,4838.893
69.105,4008.747
70.086,4911.035
133.902,5136.877
147.696,5064.559
143.501,4893.172
111.121,4564.876
73.777,4607.509
149.395,4481.672
82.884,5068.936
149.195,4900.151
70.361,5277.738
108.922,5275.521
74.457,6302.147
93.639,4816.702
72.216,4016.483
141.237,5739.598
89.131,6279.328
88.666,5256.996
111.113,4399.365
90.052,4766.693
70.415,6037.889
90.443,4399.365
142.563,4016.483
73.681,5674.634
70.673,5068.936
74.350,4838.893
151.051,4900.151
77.175,4840.843
76.502,5739.598
73.154,5155.134
89.161,4778.272
118.965,4509.618
84.311,5245.048
72.369,4911.035
80.425,5446.440
72.944,4483.182
71.711,5068.936
133.676,4838.893
109.502,5851.622
73.531,4911.035
120.498,4016.483
149.981,4794.240
69.726,4564.876
75.134,5145.119
120.314,4949.740
71.063,5144.239
119.806,4960.643
74.033,5714.392
73.882,5234.146
150.188,5068.936
82.097,5286.353
75.973,4570.025
87.146,5137.383
74.046,5751.940
84.707,4911.035
70.960,4837.445
120.776,4628.292
73.298,4570.025
73.407,4803.572
76.054,4008.747
73.558,4902.880
118.186,5280.381
127.918,5154.032
73.264,4008.747
71.702,4824.993
85.754,5062.157
72.984,5238.692
132.841,4998.127
112.290,5615.375
73.530,5030.966
90.552,5741.409
75.270,4674.147
128.866,5491.679
117.253,5319.347
108.543,4852.509
74.477,4800.966
128.150,5385.443
111.716,4887.120
70.963,4789.922
71.933,4008.747
72.130,6214.111
144.317,5327.349
106.430,5702.708
74.970,4674.147
145.981,4793.803
150.021,4564.876
109.677,4564.876
143.829,4628.292
150.770,4830.585
71.681,5214.679
72.046,4873.800
74.205,5068.936
72.559,5787.518
101.921,5214.679
144.599,5172.753
97.103,4570.025
150.571,5932.736
149.472,5620.818
144.492,4599.638
73.898,5876.912
73.163,5214.679
73.131,4947.758
73.607,5066.491
