82.459,6249.908
55.886,6657.216
68.726,6492.813
56.358,5201.840
73.755,6586.144
89.848,6383.086
58.439,5553.161
60.146,6947.048
54.053,8418.063
126.480,6730.934
62.265,8364.069
55.906,6465.298
56.252,4695.028
109.952,5683.419
122.764,5363.923
63.830,6669.403
70.924,6042.815
84.456,6380.233
55.186,5532.183
59.414,5294.738
56.901,4609.455
58.188,7225.859
56.319,6423.589
56.753,7829.748
100.091,6908.870
56.024,5272.756
60.590,7083.064
60.101,6016.672
56.734,4703.241
55.841,8198.901
54.913,6142.951
59.195,7111.874
56.983,6085.021
56.668,5475.480
75.060,5513.150
56.862,6492.813
89.895,8292.246
57.060,6473.084
82.184,6813.484
56.840,8148.856
80.098,6732.287
107.836,4598.499
60.889,4695.028
56.955,6364.001
123.602,6945.256
119.554,6656.276
111.892,7363.718
56.339,6530.386
55.686,6295.992
72.713,4652.672
77.409,6805.395
55.335,8647.414
58.740,6650.351
60.137,6657.216
77.062,6591.381
56.771,6473.033
58.876,7041.085
64.385,7087.383
73.686,5128.158
55.437,6190.466
55.647,7764.812
124.107,5532.173
57.116,6619.894
54.940,4668.253
57.766,4682.839
57.334,6724.575
60.576,6908.692
57.112,6287.034
56.973,7829.748
58.093,6900.689
124.271,4668.253
57.049,6246.067
58.034,6246.067
120.790,4668.259
77.024,4609.455
56.477,7829.748
56.958,7782.074
56.940,5700.207
62.203,6732.287
56.824,6612.968
113.749,8020.679
68.853,9484.024
96.165,7225.859
60.768,6813.484
60.284,6411.821
60.543,6765.243
56.834,4584.177
112.622,4609.455
99.791,5251.415
57.636,6805.395
61.283,7837.231
68.310,6911.611
61.101,6724.575
116.885,7782.074
57.067,6627.523
54.803,4682.839
82.764,6372.743
74.394,6081.989
82.237,9014.764
59.428,5265.688
112.784,6162.811
76.689,6664.560
76.061,5732.535
117.586,4682.839
79.514,4622.430
55.507,6925.104
76.634,4609.457
117.336,6940.909
79.020,5448.229
118.055,6812.363
57.269,6492.813
